house_name,Name,polarity_score
lannister,cersei lannister,0.009894427860696518
lannister,jaime lannister,-0.00406031746031746
lannister,joffrey lannister,0.029576587301587305
lannister,kevan lannister,0.04428888888888889
lannister,lancel lannister,0.16355714285714287
lannister,lannister scout,0.31845
lannister,lannister soldier,0.0
lannister,tommen lannister,0.028287603305785124
lannister,tyrion lannister,0.030869261363636366
lannister,tywin lannister,-0.0014524934383202085
