Name,polarity_score
cersei lannister,0.009894427860696518
jaime lannister,-0.00406031746031746
joffrey lannister,0.029576587301587305
kevan lannister,0.04428888888888889
lancel lannister,0.16355714285714287
lannister scout,0.31845
lannister soldier,0.0
tommen lannister,0.028287603305785124
tyrion lannister,0.030869261363636366
tywin lannister,-0.0014524934383202085
